hsn_code,hsn_code_4_digits,details,gst_rate
1802 .00.00,1802,"Cocoa shells, husks, skins and other cocoa waste",5
1803.00.00,1803,"Cocoa paste, whether or not defatted",5
1803.10.00,1803,Cocoa paste (not defatted),5
1803.20.00,1803,Cocoa paste (wholly or partly defatted),5
1804.00.00,1804,"Cocoa butter,fat and oil",28
1805.00.00,1805,"Cocoa powder, not containing added sugar or other sweetening matter",28
1806.00.00,1806,Chocolate & other food preparations containing cocoa,28
1806.10.00,1806,Cocoa powder (containing added sugar or other sweetening matter),28
1806.20.00,1806,Other preparations,28
1806.31.00,1806,"Food preparations containing cocoa (in block, slab, bar form; filled)",28
1806.32.00,1806,"Food preparations containing cocoa (in block, slab, bar form; not filled)",28
1806.90.00,1806,"Cocoa preparations (in containers, packings, in liquid, powder, granular form)",28
1806.90.10,1806,Chocolate & chocolate products,28
1806.90.20,1806,Sugar confectionery containing cocoa,28
1806.90.30,1806,Spreads containing cocoa,28
1806.90.40,1806,Preparations ontaining cocoa for making beverages,28
1806.90.90,1806,"Cocoa preparations (in containers, packings, in liquid, powder, granular form): Other",28
1900.00.00,1900,"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40% by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of ",28
1901.00.00,1901,"Preparations for infant use, put up for retail sale",18
1901.00.00,1901,"Mixes and doughs for preparation of bread, pastry and other baker's wares",5
1902.00.00,1902,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared.",18
1902.00.00,1902,Seviyan (vermicelli),5
1902.11.00,1902,Pasta (uncooked; containing eggs),18
1902.19.00,1902,Pasta (uncooked; not containing eggs),18
1902.20.00,1902,Stuffed pasta,18
1902.30.00,1902,Other pasta,18
1902.40.00,1902,Couscous,18
1903.00.00,1903,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms. (sabudana)",5
1904.00.00,1904,"Puffed rice, commonly known as Muri, flattened or beaten rice, commonly known as Chira, parched rice, commonly known as khoi, parched paddy or rice coated with sugar or gur, commonly known as Murki",0
1904.10.00,1904,"Corn flakes, bulgar wheat, prepared foods obtained from cerealflakes",18
1904.10.10,1745,Corn flakes,18
1904.20.00,1904,Rice other than paddy,0
1904.90.00,1904,Prepared cereals in grain form (other than corm),18
1905.00.00,1905,"Pappad, by whatever name it is known except when served for consumption",0
1905.00.00,1905,"Bread (branded or otherwise), except when served for consumption and pizza bread",0
1905.10.00,1905,Crisp bread,0
1905.20.00,1905,"Ginger bread, other similar bakers' wares",0
1905.32.00,1905,Waffles and wafers other than coated with chocolate or containing chocolate,18
1905.32.00,1905,Waffles and wafers coated with chocolate,28
1905.40.00,1905,"Rusks, toasted bread, similar toasted products",5
1905.90.10,1905,Pastries and cakes,18
2001.00.00,2001,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or
acetic acid",18
2001.10.00,2001,"Cucumbers and gherkins (prepared or preserved by vinegar acetic acid)200120 onions (prepared or preserved by vinegar or
acetic acid)",18
2001.90.00,2001,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or
acetic acid: Other",18
2002.00.00,2002,Tomatoes prepared or preserved otherwise than by vinegar or acetic acid,18
2002.10.00,2002,"Tomatoes, whole or in pieces (prepared or preserved; excluding by vinegar)",18
2002.90.00,2002,"Other tomatoes, prepared or preserved (other than by vinegar, acetic acid)",18
2003.00.00,2003,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic
acid",18
2003.10.00,2003,"Mushrooms of the genus Agaricus (prepared
or preserved; other than by vinegar, acetic acid)",18
2003.20.00,2003,"Truffles (prepared or preserved; other than by vinegar, acetic acid)",18
2003.90.00,2003,"Mushrooms and truffles, prepared or
preserved otherwise than by vinegar or acetic acid-other---other",18
2004.00.00,2004,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006 .",18
2004.10.00,2004,"Potatoes (prepared or preserved; other than by vinegar, acetic acid)",18
2004.90.00,2004,Other vegetables and mixtures of vegetable (prepared or preserved; frozen),18
2005.00.00,2005,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006",18
2005.10.00,2005,"Homogenised vegetables, prepared or preserved (excluding by vinegar)",18
2005.20.00,2005,"Potatoes, prepared or preserved (excluding by vinegar or acetic acid; not frozen)",18
2005.30.00,2005,"Sauerkraut, prepared or preserved (excluding by vinegar; not frozen)",18
2005.40.00,2005,"Peas, prepared or preserved (excluding by vinegar, acetic acid, not frozen)",18
2005.40.00,2005,"Peas, prepared or preserved (excluding by vinegar, acetic acid, not frozen)",18
2005.51.00,2005,"Shelled beans, prepared or preserved (excluding by vinegar; not frozen)",18
2005.59.00,2005,"Other beans, prepared or preserved (excluding by vinegar; not frozen)",18
2005.59.00,2005,"Other beans, prepared or preserved (excluding by vinegar; not frozen)",18
2005.60.00,2005,"Asparagus, prepared or preserved",18
2005.70.00,2005,"Olives, prepared or preserved (excluding by acetic acid; not frozen)",18
2005.70.00,2005,"Olives, prepared or preserved (excluding by acetic acid; not frozen)",18
2005.80.00,2005,"Sweet corn, prepared or preserved (excluding by acetic acid; not frozen)",18
2005.90.00,2005,"Other vegetables and mistures of vegetables, prepared or preserved (excluding by vinegar;
not frozen)",18
2005.91.00,2005,"Bamboo shoots, prepared or preserved (excluding by acetic acid; not frozen)",18
2006.00.00,2006,"Vegetables, fruits, nuts, fruit-peel and other parts of plants, preserved by sugar(drained,
glace or Crystallised)",18
2007.00.00,2007,"Jams, fruit jellies, marmalades, fruit ornut puree and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter .",18
2007.10.00,2007,"Homogenised preparations of Jams, fruit jellies, marmalades, fruit ornut puree and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other
sweetening matter .",18
2007.91.00,2007,"Jams, fruit jellies, marmalades, puree, paste of citrus fruit",18
2007.99.00,2007,"Jams, jellies, puree, paste of fruit (other than citrus fruit), nuts",18
2008.00.00,2008,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included ; such as  ground - nuts Cashew nut, roated, salted or roated an",18
2008.11.00,2008,Ground-nuts (prepared or preserved),18
2008.19.00,2008,"Other nuts, seeds (prepared or preserved; including mixtures)",18
2008.19.10,2008,"Cashew nut, roasted, saltdd or roasted and salted",18
2008.19.20,2008,Other roasted nuts and seeds,18
2008.19.30,2008,"Other nuts, otherwise rpepared or preserved",18
2008.19.40,2008,Other roasted and fried vegetable products,18
2008.20.00,2008,Pineapples (otherwise prepared or preserved),18
2008.30.00,2008,Citrus fruit (otherwise prepared or preserved),18
2008.40.00,2008,Pears (otherwise prepared or preserved),18
2008.50.00,2008,Apricots (otherwise prepared or preserved),18
2008.60.00,2008,Cherries (otherwise prepared or preserved),18
2008.70.00,2008,Peaches (otherwise prepared or preserved),18
2008.80.00,2008,Strawberries (otherwise prepared or preserved),18
2008.91.00,2008,Palm hearts (otherwise prepared or preserved),18
2008.92.00,2008,"Mixtures of fruit, nuts (otherwise prepared or preserved)",18
2008.99.00,2008,"Other fruit, nuts, edible parts of plants (otherwise prepared, preserved)",18
2009.00.00,2009,"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or othersweetening matter.",12
2009.11.00,2009,Orange juice (frozen),12
2009.19.00,2009,Orange juice (other than frozen),12
2009.20.00,2009,Grapefruit juice,12
2009.30.00,2009,Juice of any other single citrus fruit,12
2009.40.00,2009,Pineapple juice,12
2009.50.00,2009,Tomato juice,12
2009.60.00,2009,Grape juice (including grape must),12
2009.70.00,2009,Apple juice,12
2009.80.00,2009,Juice of any other single fruit or vegetable,12
2009.90.00,2009,"Mixtures of juice (of fruit, vegetable)",12
2101.00.00,2101,"Extracts, essences and concentrates, of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee (i.e. instant coffee, coffee
aroma etc)",28
2101.20.00,2101,"Extracts, essences and concentrates, of toa or mate, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or mate (i.e. instant tea, quick
black tea, tea aroma, etc.)",18
2101.10.00,2101,"Extracts, essences, concentrates of coffee, thereof preparations",28
2101.11.10,7372,"Instant coffee, flavoured",28
2101.11.20,7373,Instant Coffee,28
2101.11.20,7373,"Instant coffee, not flavoured",28
2101.11.30,7374,Coffee aroma,28
2101.20.00,2101,"Extracts, essences, concentrates of tea or mate, thereof preparations",18
2101.20.10,2101,Instant tea,18
2101.20.20,2101,Quick brewing black tea,18
2101.20.30,2101,Tea aroma,18
2101.30.00,2101,Roasted chicory,12
2101.30.00,2101,Roasted coffee substitutes,12
2101.30.00,2101,"Roasted chicory & other coffee substitutes & extracts, essences & concentrates thereof",12
2102.00.00,2102,Yeasts and prepared baking powders.,12
2102.10.00,2102,Active yeasts,12
2102.10.10,7406,Culture yeast,12
2102.10.20,7407,Baker's yeast,12
2102.10.90,2102,Other (yeast),12
2102.20.00,2102,"Inactive yeasts, other single-cell micro- organisms (dead)",12
2102.30.00,2102,Prepared baking powders,12
2103.00.00,2103,Sauces and preparations therefor.,18
2103.00.00,2103,"Mixedcondiments and mixed seasonings;mustard flour and meal and prepared mustard, other sauces and
preparations therefor.",28
2103.10.00,2103,Soya sauce,18
2103.20.00,2103,"Tomato ketchup, other tomato sauces",18
2103.30.00,2103,"Mustard flour, meal, prepared mustard",28
2103.90.00,2103,"Other sauces and preparations therefor,mixed condiments, mixed seasoning",28
2103.90.10,2103,"Paste of onion, ginger or garlic and similar other paste and combination thereof including curry paste whether or not sold in sealed
container",28
2103.90.20,2103,Chilli sauce,12
2103.90.30,2103,Mayonnaise and salad dressings,28
2103.90.40,2103,Mixed condiments and mixed seasoning,28
2104.00.00,2104,Soups and broths and preparations therefor; homogenised composite food preparations.,18
2104.10.10,7479,Soups and broths and preparations therefor: Dried,18
2104.10.10,7479,Soups and broths and preparations therefor: other,18
2104.20.00,2104,Homogenised composite food preparations,18
2105.00.00,2105,"Icecream and other edible ice, whether or not containing cocoa",18
2106.00.00,2106,"Prasadam supplied by religious place like
temples, mosques, churches, gurudwaras, dargahs etc.",0
2106.00.00,2106,Terxturised vegetable proteins (soya bari).,12
2106.90.00,2106,"Namkeens, bhujia, mixture, chabena and similar edible preparations in ready for
consumption form.",12
2106.00.00,2106,"All kinds of food mixes including instant food mixes, soft drink concentrates, Sharbat, Betel nut product known as ""Supari"", Sterilised or paterurized millstone, ready to eat packaged food and milk containing edible nuts with sugar or other ingredients, D",18
2106.00.00,2106,"Food preparations not elsewhere specified or included i.e. Protein concentrates and testured protien substances, Sugar syrups containing added flavouring or colouring matterm not elsewhere specified or included; lactose syrup, glucosesyrup and malto dextr",28
2106.90.00,2106,Sweetmeats,5
2106.90.20,2106,Pan masala,28
2106.90.30,2106,Supari inculding scented supari,18
2106.90.40,2106,"Sugar syrup containing added flavouring or colouring matter, not elsewhere specified or included; lactose syrup, glucose syrup and
malto-dextrine syrup",28
2106.90.50,2106,Compound preparations for making non- alcoholic beverages,28
2106.90.60,2106,Food flavouring material,28
2106.90.70,2106,Churna for pan,28
2106.90.80,2106,Custard powder,28
2201.00.00,2201,"Water [other than aerated, mineral, purified, distilled, medicinal, ionic, batter, de- mineralised and water sold in sealed container]",0
2201.00.00,2201,"Non-alcoholic Toddy, Neera",0
2201.00.00,2201,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor
flavoured",18
2201.10.00,2201,"Mineral waters, aerated waters (not containing added sugar or flavor)",18
2201.90.10,2201,Ice and snow,12
2201.90.90,2201,"Water other than aerated, mineral, distelled, medicinal, ionic, batterym demineralised and water sold in sealed bulk container",0
2202.10.00,2202,"Aerated waters, containing added sugar or other sweetening matter or flavoured",28
0,0,,0
2202.90.10,2202,Soya milk drinks,12
2202.90.30,2202,Fruit pulp or fruit juice based drinks,12
2202.90.30,2202,Beverages containing milk,12
2202.90.90,2202,"Tender coconut water other than put up in
unit container and bearing a registered brand name",0
2202.90.90,2202,Tender coconut water put up in unit container and bearing a registered brand name,12
2202.90.90,2202,Other non-alcoholic beverages,28
2203.00.00,2203,---,0
2204.00.00,2204,---,0
2205.00.00,2205,---,0
2206.00.00,2206,---,0
2207.00.00,2207,"Ethyl alcohol and other spirits, denatured, of any strength ethyl alcohol and other spirits, denatured, of any strength",18
2207.10.00,2207,Ethyl alcohol (alcoholic strength80degrees or more),18
2207.10.11,1124,Concentrates of alcoholic beverages,18
2207.10.19,1124,Other rectified spirit,18
2207.10.90,2207,Ethyl alcohol (alcoholic strength80degrees or more): Other,18
2207.20.00,2207,Denatured Anhydrous Alcohol ( Ethanol),18
2207.20.00,2207,Ethyl  Alcohol,18
2207.20.00,2207,"Ethyl alcohol, other spirits (denatured)",18
2208.00.00,2208,XXXXXX,0
2208.10.00,2208,Compound alcoholic preparations for the manufacture of beverages,0
2209.00.00,2209,Vinegar and substitutes for vinegar obtained from acetic acid,18
2209.00.10,2209,Brewed vinegar,18
2209.00.20,2209,Synthetic vinegar,18
2209.00.90,2209,Other vinegar,18
2301.00.00,2301,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human
consumption; greaves.",5
2301.10.00,2301,"Flours, meals, pellets of meat or meat offal (non edible); greaves",5
2301.20.00,2301,"Flours, meals, pellets of fish, crustaceans, molluscs (non edible)",5
2302.00.00,2302,"Bran, sharps and other residues, whetheror not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants - of maize (corn)",0
2302.10.00,2302,Residues of maize (corn),0
2302.10.10,1471,Maize bran,0
2302.20.00,2302,"Bran, sharps, other residues of rice",0
2302.20.10,2302,Deoiled rice bran (Used for Poultry Feed),0
2302.20.20,2302,Rice bran raw,0
2302.30.00,2302,"Bran, sharps, other residues of wheat",0
2302.40.00,2302,"Bran, sharps, other residues of other cereals",0
2302.50.00,2302,Residues of leguminous plants,0
2303.00.00,2303,"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form
of pellets.",5
2303.10.00,2303,Residues of starch manufacture and similar residues,5
2303.20.00,2303,"Beet-pulp, bagasse, other waste of sugar manufacture",5
